gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
C12orf57	chr12	+	2	1	6944046	6945999
C12orf75	chr12	+	1	2	105330705	105371252
C14orf119	chr14	+	1	3	23095525	23098488
C16orf87	chr16	-	2	1	46831180	46802047
C16orf91	chr16	-	1	1	1420740	1419786
C17orf49	chr17	+	3	2	7012634	7014531
C17orf75	chr17	-	1	1	32342170	32331597
C18orf21	chr18	+	2	1	35972710	35979047
C18orf32	chr18	-	1	1	49487234	49481659
C19orf24	chr19	+	2	1	1275542	1279227
C19orf25	chr19	-	1	1	1479185	1474174
C19orf33	chr19	+	2	1	38304251	38305006
C19orf48	chr19	-	1	1	50804594	50797705
C19orf53	chr19	+	1	1	13774470	13778461
C1orf109	chr1	-	1	1	37690518	37681571
C1orf198	chr1	-	1	1	230868521	230837120
C1orf43	chr1	-	2	3	154220569	154206730
C1orf52	chr1	-	1	1	85259642	85251971
C1QBP	chr17	-	2	4	5439126	5432779
C20orf27	chr20	-	1	2	3767776	3753511
C21orf59-TCP10L	chr21	-	2	3	32612372	32601676
C22orf39	chr22	-	2	2	19447692	19441500
C3orf14	chr3	+	2	1	62319022	62333641
C3orf38	chr3	+	1	1	88149987	88157961
C4orf3	chr4	-	2	1	119300617	119298493
C4orf48	chr4	+	1	1	2042006	2043963
C6orf48	chr6	+	1	1	31834916	31839758
C7orf50	chr7	-	2	1	1138247	997007
C8orf33	chr8	+	1	2	145052475	145056027
C8orf59	chr8	-	1	1	85220356	85214504
C8orf76	chr8	-	1	1	123241366	123219975
C8orf88	chr8	-	1	2	90985217	90958639
C9orf116	chr9	-	1	1	135499869	135495184
C9orf135	chr9	+	1	1	69820817	69906224
C9orf16	chr9	+	3	1	128160334	128163923
C9orf78	chr9	-	1	1	129835275	129827292
CABYR	chr18	+	1	1	24139062	24161597
CACUL1	chr10	-	1	2	118754970	118685959
CACYBP	chr1	+	1	3	174999959	175010263
CALB1	chr8	-	1	2	90082879	90059379
CALD1	chr7	+	5	6	134779637	134933194
CALM1	chr14	+	2	5	90397029	90404785
CALM2	chr2	-	2	4	47176511	47160166
CALM3	chr19	+	4	2	46601279	46609303
CALR	chr19	+	2	5	12938609	12944487
CALU	chr7	+	1	2	128739371	128771473
CAMKK2	chr12	-	1	1	121296709	121240538
CAMKV	chr3	-	1	1	49869906	49857989
CAMTA1	chr1	+	2	3	6785454	6872010
CANX	chr5	+	2	2	179698977	179730923
CAP1	chr1	+	1	3	40040758	40072252
CAPG	chr2	-	2	1	85414016	85394754
CAPRIN1	chr11	+	2	2	34052300	34099056
CAPZA1	chr1	+	1	1	112619832	112671611
CAPZB	chr1	-	2	4	19485477	19339359
CARD19	chr9	+	1	1	93096218	93113280
CARHSP1	chr16	-	1	2	8869005	8854914
CARS	chr11	-	1	1	3057418	3000932
CASP3	chr4	-	1	1	184649447	184627699
CAV1	chr7	+	3	4	116526362	116559614
CAVIN3	chr11	-	1	1	6320501	6318949
CBR1	chr21	+	1	2	36070024	36073164
CBR4	chr4	-	1	1	169010255	168990002
CBX1	chr17	-	2	1	48101462	48076020
CBX3	chr7	+	2	3	26201749	26213354
CBX5	chr12	-	2	3	54280122	54241624
CBY1	chr22	+	2	1	38656660	38673848
CCAR1	chr10	+	1	1	68721239	68786219
CCDC106	chr19	+	1	2	55643649	55645622
CCDC12	chr3	-	1	1	46976757	46921731
CCDC124	chr19	+	1	1	17933016	17943984
CCDC137	chr17	+	1	1	81666749	81673893
CCDC142	chr2	-	1	1	74472670	74471986
CCDC144NL-AS1	chr17	+	1	1	20868584	20930039
CCDC167	chr6	-	1	1	37499883	37482941
CCDC34	chr11	-	1	2	27363215	27350423
CCDC43	chr17	-	1	1	44689762	44677440
CCDC47	chr17	-	1	1	63773569	63752101
CCDC58	chr3	-	1	1	122383231	122359882
CCDC85B	chr11	+	1	1	65890673	65891634
CCDC86	chr11	+	1	2	60842113	60851080
CCDC90B	chr11	-	1	2	83285978	83261767
CCN1	chr1	+	1	1	85580761	85583703
CCN2	chr6	-	2	1	131951372	131948182
CCNA2	chr4	-	1	2	121823895	121816447
CCNB1	chr5	+	1	3	69167150	69177694
CCNB1IP1	chr14	-	1	1	20333273	20311373
CCNB2	chr15	+	1	1	59105146	59125044
CCNC	chr6	-	2	1	99568628	99542388
CCND1	chr11	+	1	2	69641156	69651488
CCND2	chr12	+	3	2	4273762	4305350
CCNDBP1	chr15	+	1	1	43185437	43195193
CCNE1	chr19	+	1	1	29811993	29824309
CCNG1	chr5	+	1	1	163437595	163445014
CCNI	chr4	-	1	3	77075992	77047159
CCNK	chr14	+	1	1	99481417	99511514
CCS	chr11	+	1	1	66593185	66606018
CCT2	chr12	+	2	1	69585459	69601567
CCT3	chr1	-	2	2	156338248	156308969
CCT4	chr2	-	2	4	61888616	61868431
CCT5	chr5	+	2	5	10250288	10265011
CCT6A	chr7	+	1	2	56051788	56063401
CCT7	chr2	+	1	1	73234318	73253002
CCT8	chr21	-	1	2	29073647	29056331
CD151	chr11	+	2	1	832958	838828
CD164	chr6	-	2	1	109382467	109366520
CD200	chr3	+	1	1	112333156	112362809
CD24	chr6	-	1	2	106974729	106971299
CD2BP2	chr16	-	2	1	30355281	30352849
CD320	chr19	-	1	1	8308310	8302127
CD3EAP	chr19	+	1	2	45406644	45410731
CD59	chr11	-	1	3	33736422	33709998
CD63	chr12	-	2	1	55729009	55725474
CD74	chr5	-	1	1	150412751	150401641
CD9	chr12	+	2	1	6200400	6238259
CDC123	chr10	+	1	1	12196214	12250584
CDC20	chr1	+	2	1	43358981	43363185
CDC34	chr19	+	1	1	532098	542086
CDC37	chr19	-	1	2	10403514	10391135
CDC42	chr1	+	1	4	22052717	22092940
CDC42SE1	chr1	-	1	2	151059573	151050989
CDC5L	chr6	+	1	1	44387710	44404027
CDC6	chr17	+	2	2	40287883	40302918
CDCA3	chr12	-	1	1	6851271	6848830
CDCA4	chr14	-	1	1	105021072	105009944
CDCA7	chr2	+	1	2	173354885	173368901
CDCA7L	chr7	-	1	1	21945899	21900902
CDK1	chr10	+	2	2	60778478	60794850
CDK10	chr16	+	1	1	89686690	89696351
CDK16	chrX	+	1	2	47218712	47228988
CDK2AP2	chr11	-	2	1	67508162	67506500
CDK4	chr12	-	1	1	57752296	57748251
CDK5RAP1	chr20	-	1	1	33401519	33358843
CDKN2AIPNL	chr5	-	1	2	134411881	134402114
CDKN3	chr14	+	1	1	54396992	54420214
CDO1	chr5	-	1	1	115816659	115804735
CEBPG	chr19	+	1	1	33373741	33379990
CEBPZ	chr2	-	1	1	37231574	37212335
CENPF	chr1	+	2	1	214603214	214613844
CENPH	chr5	+	1	1	69189614	69210354
CENPK	chr5	-	1	1	65563149	65517768
CENPM	chr22	-	1	1	41947134	41938738
CENPN	chr16	+	1	2	81007214	81022871
CENPT	chr16	-	1	1	67833881	67828159
CENPU	chr4	-	1	3	184734072	184695006
CENPV	chr17	-	2	1	16353450	16342542
CENPW	chr6	+	2	1	126340120	126348605
CENPX	chr17	-	1	1	82022878	82018704
CERS4	chr19	+	1	1	8209371	8262418
CERS5	chr12	-	1	1	50167309	50129799
CETN2	chrX	-	1	1	152830734	152827331
CFAP20	chr16	-	2	1	58129381	58113595
CFAP298	chr21	-	2	3	32612372	32601676
CFAP36	chr2	+	1	1	55519718	55545076
CFDP1	chr16	-	1	2	75433470	75414610
CFL1	chr11	-	4	2	65858180	65854837
CHAC1	chr15	+	1	1	40953471	40956509
CHAF1A	chr19	+	1	3	4402668	4422605
CHCHD1	chr10	+	1	1	73782057	73783369
CHCHD10	chr22	-	1	1	23767951	23765837
CHCHD2	chr7	-	1	1	56106446	56101575
CHCHD3	chr7	-	2	2	133082088	132784873
CHCHD4	chr3	-	1	2	14124756	14112078
CHCHD5	chr2	+	1	1	112584595	112589040
CHCHD6	chr3	+	1	1	126704265	126960397
CHCHD7	chr8	+	1	2	56211789	56217463
CHD1L	chr1	+	1	1	147242681	147295760
CHD4	chr12	-	1	2	6581113	6578850
CHEK2	chr22	-	1	1	28741802	28687743
CHID1	chr11	-	1	1	910810	869765
CHMP1A	chr16	-	1	1	89657689	89644439
CHMP1B	chr18	+	2	1	11851414	11853121
CHMP2A	chr19	-	2	1	58554999	58551568
CHMP2B	chr3	+	1	1	87227327	87253914
CHMP4A	chr14	-	1	1	24213466	24209617
CHORDC1	chr11	-	2	1	90223042	90201451
CHRAC1	chr8	+	1	1	140511448	140516699
CHTOP	chr1	+	1	2	153634089	153645470
CHURC1	chr14	+	1	1	64914455	64932314
CHURC1-FNTB	chr14	+	1	1	64914455	64932314
CIAO1	chr2	+	1	1	96266244	96271558
CIAO2A	chr15	-	3	1	64093822	64072568
CIAO2B	chr16	-	1	1	66934382	66932059
CIAPIN1	chr16	-	2	2	57447386	57428553
CIB1	chr15	-	1	1	90233941	90230253
CIB2	chr15	-	1	1	78109329	78104650
CINP	chr14	-	1	1	102362870	102348286
CIRBP	chr19	+	1	2	1269332	1273168
CISD1	chr10	+	3	1	58269165	58287832
CISD2	chr4	+	1	1	102869041	102888566
CISD3	chr17	+	1	2	38730341	38733689
CKAP2	chr13	+	1	1	52455485	52460967
CKAP4	chr12	-	1	2	106248020	106238014
CKAP5	chr11	-	2	1	46846278	46743544
CKB	chr14	-	5	1	103522833	103519667
CKLF	chr16	+	1	2	66552575	66566067
CKLF-CMTM1	chr16	+	1	2	66552575	66566067
CKS1B	chr1	+	1	1	154974681	154979247
CKS2	chr9	+	1	1	89311198	89316702
CLDN10	chr13	+	1	1	95552719	95578237
CLDN6	chr16	-	2	1	3018186	3014713
CLDN7	chr17	-	1	1	7262478	7260141
CLIC1	chr6	-	3	1	31736512	31730604
CLIC4	chr1	+	1	3	24745385	24844317
CLK3	chr15	+	2	2	74615855	74630115
CLNS1A	chr11	-	1	1	77637794	77616154
CLPP	chr19	+	1	1	6361549	6368902
CLPTM1	chr19	+	1	1	44955380	44993332
CLTA	chr9	+	1	1	36190932	36212057
CLTB	chr5	-	1	1	176416536	176392520
CLU	chr8	-	1	1	27614700	27597997
CMAS	chr12	+	2	1	22046273	22065660
CMC1	chr3	+	1	1	28241620	28319770
CMC2	chr16	-	1	3	81006886	80975805
CMSS1	chr3	+	2	2	99817865	100160489
CMTM7	chr3	+	2	1	32391853	32454837
CNBP	chr3	-	1	3	129183922	129169578
CNDP2	chr18	+	1	1	74496374	74521121
CNIH1	chr14	-	1	1	54441337	54426938
CNIH4	chr1	+	1	1	224356887	224375988
CNMD	chr13	-	2	2	52739806	52703269
CNN1	chr19	+	1	1	11538851	11550321
CNN2	chr19	+	2	1	1026608	1039061
CNN3	chr1	-	1	3	94927133	94897209
CNOT1	chr16	-	1	2	58629826	58520699
CNOT2	chr12	+	1	2	70243445	70353912
CNOT7	chr8	-	1	2	17246857	17230542
CNOT9	chr2	+	1	2	218595952	218596423
CNP	chr17	+	1	1	41966795	41975172
CNPY2	chr12	-	3	3	56315988	56310439
CNPY3	chr6	+	1	1	42929497	42939260
CNTNAP2	chr7	+	1	1	148339461	148415780
COA1	chr7	-	1	1	43729497	43639259
COA3	chr17	-	1	2	42798704	42797635
COA4	chr11	-	1	2	73876836	73872670
COA5	chr2	-	3	1	98608491	98600487
COA6	chr1	+	3	2	234373456	234384044
COA7	chr1	-	1	1	52698347	52686839
COASY	chr17	+	1	1	42562151	42566272
COG4	chr16	-	1	1	70523548	70480572
COG8	chr16	-	2	2	69339567	69328621
COMMD1	chr2	+	1	1	61905674	62136056
COMMD10	chr5	+	1	1	116085035	116293281
COMMD2	chr3	-	1	1	149752489	149740749
COMMD4	chr15	+	1	1	75336053	75340271
COMMD5	chr8	-	1	2	144853029	144850456
COMMD6	chr13	-	1	1	75537841	75526438
COMMD7	chr20	-	1	1	32743455	32702703
COMMD9	chr11	-	1	1	36289424	36273960
COMTD1	chr10	-	1	1	75235947	75233972
COPB1	chr11	-	1	1	14499852	14457555
COPB2	chr3	-	1	1	139389648	139357595
COPE	chr19	-	1	1	18919385	18899517
COPRS	chr17	-	1	1	31859244	31851884
COPS2	chr15	-	1	1	49155590	49127346
COPS3	chr17	-	2	1	17281246	17246839
COPS4	chr4	+	1	1	83035211	83075789
COPS5	chr8	-	2	1	67062133	67043082
COPS6	chr7	+	1	3	100088982	100091907
COPS7B	chr2	+	1	1	231786445	231808722
COPS8	chr2	+	1	2	237085914	237098681
COPS9	chr2	-	1	1	240136303	240130831
COPZ1	chr12	+	1	3	54325139	54337019
COQ2	chr4	-	1	1	83284770	83263826
COQ4	chr9	+	1	2	128322845	128334068
COQ5	chr12	-	1	1	120529151	120503280
COQ9	chr16	+	1	1	57447479	57461265
CORO1B	chr11	-	1	1	67443467	67438056
CORO1C	chr12	-	1	1	108731518	108645113
CORO7-PAM16	chr16	-	3	2	4351299	4340252
COTL1	chr16	-	1	1	84618077	84565602
COX11	chr17	-	1	1	54968646	54961976
COX14	chr12	+	1	1	50112236	50120451
COX16	chr14	-	1	2	70359677	70326073
COX17	chr3	-	1	1	119677384	119669534
COX20	chr1	+	2	1	244835695	244843283
COX4I1	chr16	+	3	1	85799720	85806997
COX5A	chr15	-	2	2	74938044	74920280
COX5B	chr2	+	1	1	97646068	97648191
COX6A1	chr12	+	1	1	120438118	120440727
COX6B1	chr19	+	1	1	35648352	35658774
COX6C	chr8	-	2	1	99893681	99878154
COX7A2	chr6	-	1	1	75243798	75237787
COX7A2L	chr2	-	1	1	42361220	42350507
COX7B	chrX	+	1	1	77899480	77905382
COX7C	chr5	+	1	3	86617968	86620762
COX8A	chr11	+	1	1	63974614	63976540
CPNE1	chr20	-	1	1	35664907	35626046
CPSF3	chr2	+	2	1	9423651	9473098
CPSF4	chr7	+	1	1	99438966	99457371
CPSF6	chr12	+	3	2	69239607	69269939
CPVL	chr7	-	1	1	29146466	28995639
CRABP1	chr15	+	2	1	78340350	78348223
CRABP2	chr1	-	1	1	156705583	156699621
CRACR2B	chr11	+	1	1	830476	831985
CREB3	chr9	+	1	1	35732607	35736859
CREB5	chr7	+	1	1	28824357	28825888
CRELD2	chr22	+	1	1	49918680	49927536
CRIM1-DT	chr2	-	1	1	36355561	36354750
CRIP3	chr6	-	1	2	43308823	43305473
CRMP1	chr4	-	1	1	5888482	5820789
CRYBB2P1	chr22	+	1	1	25448105	25461221
CSDE1	chr1	-	1	2	114757964	114716918
CSE1L	chr20	+	1	3	49046317	49096584
CSKMT	chr11	+	1	1	62665312	62665708
CSNK1A1	chr5	-	2	3	149551386	149495995
CSNK1D	chr17	-	1	1	82273700	82242674
CSNK2A1	chr20	-	2	3	543790	482698
CSNK2B	chr6	+	1	1	31666106	31670066
CSRP1	chr1	-	1	1	201507123	201483532
CSRP2	chr12	-	1	1	76879018	76858718
CST3	chr20	-	2	1	23637955	23633657
CSTB	chr21	-	1	1	43776308	43773953
CSTF1	chr20	+	1	1	56392677	56404253
CSTF2	chrX	+	1	1	100820411	100840916
CSTF3	chr11	-	1	1	33161469	33141432
CTBP2	chr10	-	1	2	125161030	124988899
CTNNA1	chr5	+	2	2	138753447	138934711
CTNNA3	chr10	-	1	1	66329249	67663357
CTNNAL1	chr9	-	1	1	109013499	108942578
CTNNB1	chr3	+	1	2	41199505	41240441
CTNNBL1	chr20	+	2	1	37694063	37872117
CTPS1	chr1	+	2	1	40979755	41012559
CTSC	chr11	-	2	3	88337736	88326090
CTSD	chr11	-	3	1	1763927	1752755
CTSL	chr9	+	1	1	87726119	87731391
CTSV	chr9	-	1	1	97039142	97032663
CUEDC2	chr10	-	1	1	102432574	102423251
CUTA	chr6	-	4	1	33417906	33416550
CUTC	chr10	+	1	1	99732259	99756133
CWC15	chr11	-	1	1	94973556	94963348
CXADR	chr21	+	2	2	17513047	17566944
CXCL14	chr5	-	1	1	135578991	135571786
CXorf56	chrX	-	1	1	119565368	119538150
CXXC1	chr18	-	1	1	50287646	50282349
CYB5A	chr18	-	1	1	74291980	74253297
CYB5B	chr16	+	1	1	69424619	69463807
CYB5R2	chr11	-	1	1	7674249	7665105
CYB5R3	chr22	-	2	1	42649361	42618845
CYBA	chr16	-	1	1	88651053	88643291
CYBC1	chr17	-	1	1	82450752	82442646
CYC1	chr8	+	1	1	144095076	144097523
CYCS	chr7	-	1	2	25125260	25122829
CYP26A1	chr10	+	1	1	93073893	93077495
CYP2S1	chr19	+	1	1	41193240	41207538
CYP51A1	chr7	-	1	1	92134450	92112161
CYREN	chr7	-	1	1	135170707	135165785
CYSTM1	chr5	+	1	1	140175188	140243785
CYTOR	chr2	+	1	1	87455595	87521505
CYYR1	chr21	-	1	1	26573255	26467268
CZIB	chr1	-	1	4	53220604	53214475
DAD1	chr14	-	1	1	22589215	22564907
DAGLB	chr7	-	3	4	6484152	6461091
DALRD3	chr3	-	1	1	49018567	49015491
DANCR	chr4	+	3	2	52712504	52714136
DAP3	chr1	+	1	1	155689091	155738525
DAPK3	chr19	-	1	1	3971079	3958458
DARS	chr2	-	3	1	135985572	135906685
DAXX	chr6	-	1	1	33322942	33318626
DAZAP1	chr19	+	1	3	1407588	1435681
DBI	chr2	+	1	1	119366977	119372538
DBN1	chr5	-	1	3	177473626	177456926
DBNDD1	chr16	-	1	1	90019456	90004873
DBNL	chr7	+	1	2	44044706	44061714
DCAF11	chr14	+	1	1	24115275	24124029
DCAF13	chr8	+	1	2	103415419	103442972
DCP2	chr5	+	1	1	112976801	113020969
DCPS	chr11	+	1	1	126304062	126345748
DCTD	chr4	-	1	2	182917366	182891256
DCTN2	chr12	-	1	2	57547177	57530311
DCTN3	chr9	-	1	1	34620484	34613552
DCTN6	chr8	+	1	1	30156369	30183536
DCTPP1	chr16	-	1	2	30430030	30423700
DCUN1D5	chr11	-	1	2	103092185	103062085
DCXR	chr17	-	2	1	82037697	82035882
DDA1	chr19	+	2	2	17309568	17320288
DDAH2	chr6	-	1	2	31730227	31730604
DDB2	chr11	+	1	1	47215094	47239214
DDIT3	chr12	-	1	1	57520511	57516594
DDIT4	chr10	+	1	1	72273924	72276035
DDOST	chr1	-	1	2	20661379	20652188
DDRGK1	chr20	-	2	1	3204680	3190523
DDX1	chr2	+	1	3	15591868	15597434
DDX11	chr12	+	1	1	31073856	31104791
DDX17	chr22	-	1	1	38506311	38483443
DDX18	chr2	+	2	1	117814691	117817728
DDX19B	chr16	+	1	1	70299194	70333823
DDX21	chr10	+	2	3	68956170	68983697
DDX24	chr14	-	1	2	94081204	94050923
DDX27	chr20	+	1	1	49219425	49244063
DDX28	chr16	-	1	1	68023211	68021306
DDX39A	chr19	-	1	1	14419341	14408821
DDX39B	chr6	-	1	1	31542003	31530246
DDX3X	chrX	+	1	2	41334162	41350203
DDX41	chr5	-	1	1	177516961	177511578
DDX46	chr5	+	1	3	134758779	134770979
DDX47	chr12	+	1	1	12813361	12829980
DDX49	chr19	+	1	1	18919738	18928621
DDX5	chr17	-	1	2	64506289	64499624
DDX52	chr17	-	1	1	37643440	37619768
DDX56	chr7	-	1	1	44573905	44565805
DECR1	chr8	+	1	1	90001475	90051999
DEF8	chr16	+	1	1	89948795	89959365
DEGS1	chr1	+	1	2	224183240	224193436
DEK	chr6	-	2	3	18264524	18258383
DENND1A	chr9	-	1	1	123385462	123385182
DENR	chr12	+	1	2	122752824	122771060
DERL2	chr17	-	1	2	5486178	5474292
DESI1	chr22	-	1	1	41621029	41598032
DESI2	chr1	+	4	1	244653130	244709030
DFFA	chr1	-	1	1	10472490	10462470
DGCR6L	chr22	-	1	1	20320023	20314279
DGUOK	chr2	+	2	1	73926893	73958943
DHCR24	chr1	-	1	1	54887195	54849635
DHCR7	chr11	-	2	2	71448363	71434417
DHPS	chr19	-	1	1	12681877	12675718
DHRS7	chr14	-	1	1	60165384	60144784
DHX15	chr4	-	1	1	24584542	24527478
DHX29	chr5	-	1	1	55307673	55295379
DHX30	chr3	+	1	2	47803155	47850190
DHX35	chr20	+	1	2	38962360	38992417
DHX9	chr1	+	1	1	182839347	182887747
DIABLO	chr12	-	1	1	122226024	122207778
DIAPH2	chrX	+	1	2	97310613	97469835
DIMT1	chr5	-	1	2	62403882	62388626
DKC1	chrX	+	2	2	154762864	154777578
DLD	chr7	+	1	2	107891173	107919742
DLEU1	chr13	+	1	1	50082229	50105295
DLGAP1-AS2	chr18	+	1	2	3603972	3608463
DLGAP4	chr20	+	1	1	36461468	36528631
DLGAP5	chr14	-	1	1	55191585	55148137
DMAC1	chr9	-	1	2	7799773	7798347
DMAC2	chr19	-	1	1	41439910	41431321
DMAP1	chr1	+	1	1	44213471	44220672
DMKN	chr19	-	2	2	35510443	35503305
DMTF1	chr7	+	1	1	87152453	87196322
DNAAF2	chr14	-	1	2	49633979	49625177
DNAJA1	chr9	+	2	4	33025275	33039066
DNAJA2	chr16	-	1	2	46973671	46955364
DNAJA3	chr16	+	1	1	4425868	4456772
DNAJB1	chr19	-	1	2	14518394	14514772
DNAJB11	chr3	+	1	2	186570691	186585799
DNAJB6	chr7	+	1	1	157337013	157417438
DNAJC10	chr2	+	1	1	182716273	182778508
DNAJC11	chr1	-	1	1	6701822	6634171
DNAJC15	chr13	+	1	1	43023590	43107290
DNAJC19	chr3	-	1	1	180989710	180983712
DNAJC25-GNG10	chr9	+	1	1	111661608	111670222
DNAJC3	chr13	+	1	1	95677155	95794986
DNAJC7	chr17	-	3	2	42017431	41976472
DNAJC8	chr1	-	1	3	28233004	28200559
DNAJC9	chr10	-	1	2	73247255	73248850
DNM1L	chr12	+	1	1	32679301	32743615
DNMT1	chr19	-	1	3	10194953	10173118
DNMT3A	chr2	-	1	1	25252236	25232977
DNMT3B	chr20	+	1	1	32762385	32809354
DNPEP	chr2	-	1	1	219387929	219374195
DNPH1	chr6	-	1	1	43229481	43225632
DNTTIP1	chr20	+	1	1	45791971	45811417
DOLK	chr9	-	1	1	128947603	128945531
DPAGT1	chr11	-	1	1	119101836	119096513
DPCD	chr10	+	1	1	101588321	101609650
DPF2	chr11	+	2	1	65333867	65352979
DPH1	chr17	+	3	1	2042041	2043424
DPH2	chr1	+	1	1	43969997	43973369
DPH3	chr3	-	1	1	16264943	16260390
DPH5	chr1	-	1	1	101025773	100990066
DPM1	chr20	-	1	1	50958532	50934875
DPM2	chr9	-	1	1	127937834	127935101
DPM3	chr1	-	1	1	155140528	155139894
DPP3	chr11	+	1	1	66480438	66509656
DPPA4	chr3	-	3	3	109337517	109326358
DPY30	chr2	-	3	2	32039805	32023906
DPYSL3	chr5	-	2	3	147453683	147390810
DR1	chr1	+	2	3	93345907	93360931
DRAM2	chr1	-	1	1	111140085	111117908
DRAP1	chr11	+	2	1	65919437	65921525
DRG1	chr22	+	1	1	31399602	31434185
DRG2	chr17	+	1	1	18087965	18107969
DSTN	chr20	+	1	6	17570075	17608239
DTYMK	chr2	-	1	1	241686804	241675751
DUS3L	chr19	-	1	1	5791163	5785146
DUSP11	chr2	-	1	1	73780103	73762217
DUSP12	chr1	+	2	1	161749810	161757159
DUSP23	chr1	+	2	1	159780969	159782543
DUSP6	chr12	-	2	1	89352497	89348062
DUT	chr15	+	2	4	48332197	48342394
DYNC1H1	chr14	+	1	1	101964573	102050791
DYNC1I2	chr2	+	2	1	171687774	171748407
DYNC1LI1	chr3	-	2	1	32570804	32526757
DYNC1LI2	chr16	-	1	1	66751603	66720899
DYNLL1	chr12	+	2	2	120496113	120498491
DYNLRB1	chr20	+	1	1	34516422	34540955
DYNLT1	chr6	-	1	1	158644739	158636478
E2F4	chr16	+	1	1	67192204	67198916
EAPP	chr14	-	1	1	34539701	34516012
EBNA1BP2	chr1	-	1	2	43172279	43164418
EBP	chrX	+	1	1	48521837	48528713
EBPL	chr13	-	1	1	49691453	49660729
ECH1	chr19	-	1	1	38831789	38815433
ECHDC1	chr6	-	4	2	127343360	127288714
ECHS1	chr10	-	1	1	133373354	133362488
ECI2	chr6	-	1	1	4135574	4115708
ECSIT	chr19	-	1	1	11529134	11505930
EDF1	chr9	-	3	2	136866301	136862119
EED	chr11	+	2	1	86245213	86278735
EEF1A1	chr6	-	9	2	73521032	73517518
EEF1AKMT4	chr3	+	1	1	184249678	184258750
EEF1AKMT4-ECE2	chr3	+	1	1	184249678	184258750
EEF1B2	chr2	+	2	2	206159895	206162925
EEF1D	chr8	-	3	1	143597413	143579728
EEF1E1	chr6	-	1	2	8102548	8079605
EEF1E1-BLOC1S5	chr6	-	1	2	8102548	8079605
EEF1G	chr11	-	3	1	62573863	62559605
EEF2	chr19	-	4	3	3985463	3976059
EFNA4	chr1	+	1	1	155063740	155069551
EFTUD2	chr17	-	2	2	44899403	44850916
EGFL7	chr9	+	2	1	136665768	136672675
EGLN2	chr19	+	2	1	40799191	40808431
EGLN3	chr14	-	2	1	34462240	33925216
EHD4	chr15	-	1	1	41972554	41899445
EHMT2	chr6	-	1	2	31897699	31879762
EI24	chr11	+	4	2	125569477	125584229
EID1	chr15	+	2	2	48878134	48879803
EIF1	chr17	+	2	3	41688885	41690998
EIF1AX	chrX	-	1	2	20141838	20127237
EIF1B	chr3	+	2	3	40309707	40312399
EIF2AK1	chr7	-	1	1	6059175	6023836
EIF2AK4	chr15	+	1	1	39934176	39953936
EIF2B1	chr12	-	1	1	123633662	123621028
EIF2B2	chr14	+	1	1	75002934	75009589
EIF2B3	chr1	-	1	1	44986595	44850841
EIF2B4	chr2	-	1	1	27370338	27364363
EIF2B5	chr3	+	1	1	184135375	184145302
EIF2S1	chr14	+	1	1	67360353	67383856
EIF2S2	chr20	-	2	2	34112214	34089443
EIF2S3	chrX	+	2	5	24054956	24077969
EIF3A	chr10	-	1	2	119080810	119038350
EIF3D	chr22	-	1	1	36529166	36510857
EIF3E	chr8	-	2	2	108248719	108201879
EIF3G	chr19	-	1	1	10119895	10115015
EIF3H	chr8	-	1	1	116755823	116644835
EIF3I	chr1	+	1	3	32222407	32231601
EIF3J	chr15	+	2	1	44537091	44562084
EIF3K	chr19	+	2	1	38619186	38636951
EIF3L	chr22	+	2	1	37849416	37888628
EIF3M	chr11	+	1	1	32583853	32602465
EIF4A1	chr17	+	2	4	7572826	7578623
EIF4A2	chr3	+	1	1	186783577	186789892
EIF4A3	chr17	-	1	1	80147128	80135260
EIF4E	chr4	-	1	2	98929125	98880062
EIF4E2	chr2	+	1	1	232550696	232569209
EIF4EBP1	chr8	+	2	1	38030533	38060361
EIF4EBP2	chr10	+	2	3	70404141	70428616
EIF4G2	chr11	-	4	1	10808926	10797055
EIF5	chr14	+	1	3	103334237	103338347
EIF5A	chr17	+	4	1	7307658	7312451
EIF5B	chr2	+	2	4	99337423	99363661
EIF6	chr20	-	3	1	35284762	35278922
ELAVL1	chr19	-	1	2	8005641	7962275
ELOB	chr16	-	4	2	2777280	2771943
ELOC	chr8	-	2	3	73972129	73946403
ELOF1	chr19	-	1	1	11559230	11553047
ELOVL1	chr1	-	1	1	43368011	43363402
ELOVL4	chr6	-	1	1	79947551	79914820
ELOVL5	chr6	-	1	1	53348950	53267407
ELOVL6	chr4	-	1	2	110198585	110197568
ELP5	chr17	+	1	1	7252550	7259931
EMC2	chr8	+	1	1	108443634	108486917
EMC3	chr3	-	1	1	9986842	9963968
EMC4	chr15	+	1	1	34225016	34230147
EMC6	chr17	+	1	1	3668812	3669664
EMC7	chr15	-	1	2	34101871	34084027
EMC8	chr16	-	1	2	85799524	85779406
EMC9	chr14	-	3	1	24141591	24138968
EMD	chrX	+	3	1	154379344	154381521
EMG1	chr12	+	1	1	6970916	6975974
EMP3	chr19	+	2	2	48325564	48330530
ENO1	chr1	-	7	3	8878683	8861004
ENO2	chr12	+	1	1	6914580	6923696
ENOPH1	chr4	+	2	1	82430611	82461084
ENSA	chr1	-	1	2	150629577	150622168
ENTPD6	chr20	+	1	1	25195728	25226713
ENY2	chr8	+	1	4	109334374	109343667
